2020-09-13 20:22:03.302 [main] INFO  org.pcap4j.core.NativeMappings - Pcap4J successfully loaded a native pcap library: WinPcap version 4.1.3 (packet.dll version 4.1.0.2980), based on libpcap version 1.0 branch 1_0_rel0b (20091008)
2020-09-13 20:22:04.268 [main] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet, use default value: 2
2020-09-13 20:22:04.269 [main] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet6, use default value: 23
2020-09-13 20:22:04.269 [main] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.packet, use default value: 17
2020-09-13 20:22:04.269 [main] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.link, use default value: 18
2020-09-13 20:22:04.288 [main] INFO  org.pcap4j.core.Pcaps - 11 NIF(s) found.
2020-09-13 20:22:09.877 [main] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.dlt.raw, use default value: 12
2020-09-13 20:22:09.880 [Thread-0] INFO  async.RetroTaskEventConsumer - Waiting for a task
2020-09-13 20:22:09.883 [main] INFO  org.pcap4j.core.PcapHandle - Starting loop.
2020-09-13 20:22:09.937 [main] INFO  org.pcap4j.packet.factory.PacketFactories - A PacketFactoryBinderProvider implementation is found. ClassLoader: jdk.internal.loader.ClassLoaders$AppClassLoader@2626b418, URL: file:/C:/Users/Pepito/.m2/repository/org/pcap4j/pcap4j-packetfactory-static/1.8.2/pcap4j-packetfactory-static-1.8.2.jar
2020-09-13 20:22:09.992 [main] INFO  org.pcap4j.packet.factory.PacketFactories - Succeeded in PacketFactoryBinderProvider.getBinder()
2020-09-13 20:22:17.573 [main] INFO  service.MapService - Start
2020-09-13 20:22:18.228 [main] INFO  service.MapService - Starting init
2020-09-13 20:22:18.493 [main] INFO  service.MapService - Init done
2020-09-13 20:22:18.496 [main] INFO  processor.MapProcessor - New map : Coordonnées : 7, -24
2020-09-13 20:22:21.712 [main] INFO  async.RetroTaskQueue - Adding task 161 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=null), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=3, ordonnee=11))
2020-09-13 20:22:21.713 [main] INFO  async.RetroTaskQueue - Adding task 146 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=null), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=2, ordonnee=10))
2020-09-13 20:22:21.713 [Thread-0] INFO  async.RetroTaskEventConsumer - Processing task 161 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=null), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=3, ordonnee=11))
2020-09-13 20:22:21.713 [main] INFO  async.RetroTaskQueue - Adding task 162 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=null), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=5, ordonnee=11))
2020-09-13 20:22:21.713 [main] INFO  async.RetroTaskQueue - Adding task 132 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=null), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=3, ordonnee=9))
2020-09-13 20:22:21.713 [main] INFO  async.RetroTaskQueue - Adding task 133 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=null), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=5, ordonnee=9))
2020-09-13 20:22:21.713 [main] INFO  async.RetroTaskQueue - Adding task 118 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=null), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=4, ordonnee=8))
2020-09-13 20:22:21.714 [main] INFO  async.RetroTaskQueue - Adding task 104 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=null), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=5, ordonnee=7))
2020-09-13 20:22:21.913 [Thread-0] INFO  service.RecolteService - Recolte de la ressource 161
2020-09-13 20:22:23.546 [main] INFO  state.MapState - Ressource indisponible : 161
2020-09-13 20:22:23.547 [main] INFO  state.MapState - Ressource disponible : 146
2020-09-13 20:22:23.547 [main] INFO  state.MapState - Ressource disponible : 162
2020-09-13 20:22:23.547 [main] INFO  state.MapState - Ressource disponible : 132
2020-09-13 20:22:23.547 [main] INFO  state.MapState - Ressource disponible : 133
2020-09-13 20:22:23.547 [main] INFO  state.MapState - Ressource disponible : 118
2020-09-13 20:22:23.548 [main] INFO  state.MapState - Ressource disponible : 104
2020-09-13 20:22:23.548 [main] INFO  async.RetroTaskQueue - Removing task 161 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=RetroDofusCell(abscisse=3, ordonnee=11)), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=3, ordonnee=11))
2020-09-13 20:22:31.578 [main] INFO  processor.GatheringFinishedProcessor - Gathered qty : 10
2020-09-13 20:22:31.734 [Thread-0] INFO  async.RetroTaskEventConsumer - Waiting for a task
2020-09-13 20:22:31.734 [Thread-0] INFO  async.RetroTaskEventConsumer - Processing task 146 : RecolterTaskEvent(retroBotTask=RECOLTER, characterState=CharacterState(gathering=false, fighting=false, moving=false, playerId=0, currentGatheringTarget=null), recolteService=service.RecolteService@523424b5, ressourceCell=RetroDofusCell(abscisse=2, ordonnee=10))
2020-09-13 20:22:31.935 [Thread-0] INFO  service.RecolteService - Recolte de la ressource 146
2020-09-13 20:22:33.052 [main] INFO  state.MapState - Ressource indisponible : 146
2020-09-13 20:22:33.052 [main] INFO  state.MapState - Ressource disponible : 162
2020-09-13 20:22:33.052 [main] INFO  state.MapState - Ressource disponible : 132
2020-09-13 20:22:33.052 [main] INFO  state.MapState - Ressource disponible : 133
2020-09-13 20:22:33.052 [main] INFO  state.MapState - Ressource disponible : 118
2020-09-13 20:22:33.052 [main] INFO  state.MapState - Ressource disponible : 104
